SCHOOL_YEAR,SCH_NAME,LEA_NAME,STATE,ST,MCITY,MSTATE,NCESSCH,SCHID,LAT,LON,LOCALE
2023-2024,PORTEUF VALLEY TECHNICAL AND CAREER CENTER,POCATELLO DISTRICT,IDAHO,ID,POCATELLO,ID,160264000788,1600788,42.910336,-112.474218,23
2023-2024,POST FALLS HIGH SCHOOL,POST FALLS DISTRICT,IDAHO,ID,POST FALLS,ID,160267000488,1600488,47.728993,-116.909424,22
2023-2024,NEW VISION HIGH SCHOOL,POST FALLS DISTRICT,IDAHO,ID,POST FALLS,ID,160267000705,1600705,47.715761,-116.950093,22
2023-2024,SALMON ALTERNATIVE HIGH SCHOOL,SALMON DISTRICT,IDAHO,ID,SALMON,ID,160285000700,1600700,45.167718,-113.886153,43
2023-2024,SHELLEY SENIOR HIGH SCHOOL,SHELLEY JOINT DISTRICT,IDAHO,ID,SHELLEY,ID,160291000510,1600510,43.373425,-112.135306,31
2023-2024,SHELLEY WORK BASED ACADEMY,SHELLEY JOINT DISTRICT,IDAHO,ID,SHELLEY,ID,160291001159,1601159,43.373372,-112.12257,31
2023-2024,SHOSHONE HIGH SCHOOL,SHOSHONE JOINT DISTRICT,IDAHO,ID,SHOSHONE,ID,160294000851,1600851,42.928602,-114.402201,42
2023-2024,SNAKE RIVER HIGH SCHOOL,SNAKE RIVER DISTRICT,IDAHO,ID,BLACKFOOT,ID,160297000521,1600521,43.199146,-112.480457,41
2023-2024,SNAKE RIVER OPPORTUNITIES HIGH SCHOOL,SNAKE RIVER DISTRICT,IDAHO,ID,BLACKFOOT,ID,160297001168,1601168,43.181964,-112.474432,42
2023-2024,SODA SPRINGS HIGH SCHOOL,SODA SPRINGS JOINT DISTRICT,IDAHO,ID,SODA SPRINGS,ID,160300000526,1600526,42.661982,-111.593153,43
2023-2024,ST MARIES COMMUNITY EDUCATION ALTERNATIVE,ST MARIES JOINT DISTRICT,IDAHO,ID,ST MARIES,ID,160306000491,1600491,47.328107,-116.57457,42
2023-2024,ST MARIES HIGH SCHOOL,ST MARIES JOINT DISTRICT,IDAHO,ID,ST MARIES,ID,160306000532,1600532,47.328782,-116.574451,42
2023-2024,SUGAR-SALEM HIGH SCHOOL,SUGAR-SALEM JOINT DISTRICT,IDAHO,ID,Boise,ID,160309000538,1600538,43.872126,-111.739275,32
2023-2024,TETON HIGH SCHOOL,TETON COUNTY DISTRICT,IDAHO,ID,DRIGGS,ID,160318000543,1600543,43.731293,-111.099334,43
2023-2024,TWIN FALLS HIGH SCHOOL,TWIN FALLS DISTRICT,IDAHO,ID,TWIN FALLS,ID,160324000555,1600555,42.57148,-114.452157,13
2023-2024,MAGIC VALLEY HIGH SCHOOL,TWIN FALLS DISTRICT,IDAHO,ID,TWIN FALLS,ID,160324000703,1600703,42.560181,-114.474746,13
2023-2024,CANYON RIDGE HIGH SCHOOL,TWIN FALLS DISTRICT,IDAHO,ID,TWIN FALLS,ID,160324000998,1600998,42.586182,-114.484915,13
2023-2024,CORNERSTONE HIGH SCHOOL,VALLEY DISTRICT,IDAHO,ID,HAZELTON,ID,160327001162,1601162,42.593959,-114.170156,42
2023-2024,WEISER HIGH SCHOOL,WEISER DISTRICT,IDAHO,ID,WEISER,ID,160333000568,1600568,44.261504,-116.978814,33
2023-2024,INDIANHEAD ACADEMY HIGH SCHOOL,WEISER DISTRICT,IDAHO,ID,WEISER,ID,160333001049,1601049,44.263877,-116.981345,33
2023-2024,WENDELL HIGH SCHOOL,WENDELL DISTRICT,IDAHO,ID,WENDELL,ID,160336000271,1600271,42.776225,-114.691125,42
2023-2024,WEST JEFFERSON HIGH SCHOOL,WEST JEFFERSON DISTRICT,IDAHO,ID,TERRETON,ID,160340000281,1600281,43.840764,-112.443341,43
2023-2024,WEST SIDE SENIOR HIGH SCHOOL,WEST SIDE JOINT DISTRICT,IDAHO,ID,DAYTON,ID,160342000388,1600388,42.110556,-111.994083,42
2023-2024,WILDER HIGH SCHOOL,WILDER DISTRICT,IDAHO,ID,WILDER,ID,160348000530,1600530,43.679184,-116.902862,42
2023-2024,River Ridge High School,River Ridge CUSD 210,ILLINOIS,IL,Hanover,IL,170000105115,1705115,42.3119,-90.2707,42
2023-2024,Blue Ridge High School,Blue Ridge CUSD 18,ILLINOIS,IL,Farmer City,IL,170000305119,1705119,40.2478,-88.647,42
2023-2024,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,ILLINOIS,IL,Norris City,IL,170000403010,1703010,37.974405,-88.326858,43
2023-2024,Prairie Central High School,Prairie Central CUSD 8,ILLINOIS,IL,Fairbury,IL,170000505126,1705126,40.751846,-88.506294,42
2023-2024,Goreville High School,Goreville CUD 1,ILLINOIS,IL,Goreville,IL,170001405224,1705224,37.553769,-88.978411,43
2023-2024,GCMS High School,Gibson City-Melvin-Sibley CUSD 5,ILLINOIS,IL,Gibson City,IL,170004100254,1700254,40.4748,-88.3746,42
2023-2024,Farmington Central High Sch,Farmington Central CUSD 265,ILLINOIS,IL,Farmington,IL,170004405230,1705230,40.693128,-89.98374,42
2023-2024,Gallatin High School,Gallatin CUSD 7,ILLINOIS,IL,Junction,IL,170004505236,1705236,37.741678,-88.277422,43
2023-2024,Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,ILLINOIS,IL,Georgetown,IL,170009205255,1705255,39.972427,-87.641046,42
2023-2024,University High School,ISU  Laboratory Schools,ILLINOIS,IL,Normal,IL,170009904506,1704506,40.515732,-88.996234,22
2023-2024,Illinois Mathematics and Science,Il Mathematics & Science Academy,ILLINOIS,IL,Aurora,IL,170010105114,1705114,41.786648,-88.354713,21
2023-2024,A-C Central High School,A-C Central CUSD 262,ILLINOIS,IL,Ashland,IL,170010505357,1705357,39.892816,-90.012787,42
2023-2024,Heritage High School,Heritage CUSD 8,ILLINOIS,IL,Broadlands,IL,170010605361,1705361,39.907059,-87.993461,42
2023-2024,Ridgeview High School,Ridgeview CUSD 19,ILLINOIS,IL,Colfax,IL,170010905366,1705366,40.5638,-88.6136,42
2023-2024,North Chicago Community High Sch,North Chicago SD 187,ILLINOIS,IL,North Chicago,IL,170011005370,1705370,42.328032,-87.853182,21
2023-2024,Illini Central High School,Illini Central CUSD 189,ILLINOIS,IL,Mason City,IL,170011305387,1705387,40.203307,-89.707954,42
2023-2024,South Central High School,South Central CUD 401,ILLINOIS,IL,Farina,IL,170011405391,1705391,38.840408,-88.778252,43
2023-2024,Henry-Senachwine High School,Henry-Senachwine CUSD 5,ILLINOIS,IL,Henry,IL,170011505395,1705395,41.1158,-89.3682,42
2023-2024,Shiloh High School,Shiloh CUSD 1,ILLINOIS,IL,Hume,IL,170012200702,1700702,39.787561,-87.861895,43
2023-2024,Meridian High School,Meridian CUSD 15,ILLINOIS,IL,Macon,IL,170012300873,1700873,39.702626,-88.996848,41
2023-2024,Bureau Valley High School,Bureau Valley CUSD 340,ILLINOIS,IL,Sheffield,IL,170012501425,1701425,41.454583,-89.681677,43
2023-2024,Midland High School,Midland CUSD 7,ILLINOIS,IL,Varna,IL,170012601479,1701479,41.0273,-89.2898,42
2023-2024,The Lafayette Academy,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,ILLINOIS,IL,Jacksonville,IL,170016203204,1703204,39.730238,-90.221552,32
2023-2024,Quincy Area Voc Ctr,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,ILLINOIS,IL,Quincy,IL,170016206821,1706821,39.92832,-91.362531,33
2023-2024,New Approach Alternative H S,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,ILLINOIS,IL,Vandalia,IL,170016502272,1702272,38.965935,-89.111154,33
2023-2024,Aspire Alternative High School,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,ILLINOIS,IL,Effingham,IL,170016505759,1705759,39.104053,-88.543061,33
2023-2024,Revive Alternative High School,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,ILLINOIS,IL,Litchfield,IL,170016506719,1706719,39.183174,-89.664037,32
2023-2024,Okaw Area Vocational Center,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,ILLINOIS,IL,Vandalia,IL,170016506812,1706812,38.97296,-89.100886,33
2023-2024,Summit Academy ALOP,Boone/Winnebago ROE,ILLINOIS,IL,Machesney Pk,IL,170016605647,1705647,42.332967,-89.044684,21
2023-2024,Career Educ Assoc of N Central IL,Boone/Winnebago ROE,ILLINOIS,IL,Loves Park,IL,170016606817,1706817,42.313802,-89.045971,21
2023-2024,ROE Alt. Edu. Center-Macoupin,Calhoun/Greene/Jersy/Macoupin ROE,ILLINOIS,IL,Carlinville,IL,170016903058,1703058,39.265317,-89.897814,32
2023-2024,ROE Alt. Edu. Center-Greene,Calhoun/Greene/Jersy/Macoupin ROE,ILLINOIS,IL,Carlinville,IL,170016903091,1703091,39.437457,-90.400688,43
2023-2024,Central Ill Rural Region,Calhoun/Greene/Jersy/Macoupin ROE,ILLINOIS,IL,Jerseyville,IL,170016906816,1706816,39.119815,-90.329411,32
2023-2024,Career & Tech Educ Consortium,Carroll/Jo Daviess/Stephenson ROE,ILLINOIS,IL,Freeport,IL,170017006790,1706790,42.303464,-89.651819,32
2023-2024,Jo Daviess Carroll CTE Academy,Carroll/Jo Daviess/Stephenson ROE,ILLINOIS,IL,Elizabeth,IL,170017006819,1706819,42.314558,-90.237152,42
2023-2024,RE-Start Program,Champaign/Ford ROE,ILLINOIS,IL,Champaign,IL,170017106721,1706721,40.115876,-88.241125,13
2023-2024,Educ for Employment Sys 330,Champaign/Ford ROE,ILLINOIS,IL,Champaign,IL,170017106792,1706792,40.131876,-88.290276,13
2023-2024,Mt Vernon Area Career Center,Clintn/Jeffrsn/Marin/Washngtn ROE,ILLINOIS,IL,Mount Vernon,IL,170017406824,1706824,38.287717,-88.949732,41
2023-2024,Eastern IL EFE System,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,ILLINOIS,IL,Mattoon,IL,170017506808,1706808,39.465722,-88.376933,32
2023-2024,Lincolnland Technical Ed Ctr,DeWitt/Livingstn/Logan/McLean ROE,ILLINOIS,IL,Lincoln,IL,170017706800,1706800,40.137098,-89.356595,32
2023-2024,Bloomington Area Career Center,DeWitt/Livingstn/Logan/McLean ROE,ILLINOIS,IL,Bloomington,IL,170017706801,1706801,40.486715,-88.97393,13
2023-2024,Livingston Area Career Cntr,DeWitt/Livingstn/Logan/McLean ROE,ILLINOIS,IL,Pontiac,IL,170017706809,1706809,40.887682,-88.616393,32
2023-2024,KEC  Area Voc Center,De Kalb ROE,ILLINOIS,IL,Malta,IL,170017806803,1706803,41.939874,-88.877933,41
2023-2024,Indian Valley Area Voc Ctr,De Kalb ROE,ILLINOIS,IL,Sandwich,IL,170017806813,1706813,41.637611,-88.613274,41
2023-2024,DuPage Alop,DuPage ROE,ILLINOIS,IL,Addison,IL,170017905696,1705696,41.942575,-88.005099,21
2023-2024,Technology Center of DuPage,DuPage ROE,ILLINOIS,IL,Addison,IL,170017906802,1706802,41.924862,-88.040191,21
2023-2024,YEA Program,Grundy/Kendall ROE,ILLINOIS,IL,Yorkville,IL,170018402725,1702725,41.651763,-88.453142,21
2023-2024,Minooka Academy,Grundy/Kendall ROE,ILLINOIS,IL,Minooka,IL,170018405892,1705892,41.454474,-88.262569,21
2023-2024,FLEX Program,Grundy/Kendall ROE,ILLINOIS,IL,Plano,IL,170018406225,1706225,41.665848,-88.546803,21
2023-2024,Grundy Area Vocational Center,Grundy/Kendall ROE,ILLINOIS,IL,Morris,IL,170018406811,1706811,41.366059,-88.434867,31
2023-2024,Western Area Career System 265,Hancck/Fultn/Schuylr/McDonogh ROE,ILLINOIS,IL,Macomb,IL,170018606810,1706810,40.457825,-90.672097,33
2023-2024,Salt School,Iroquois/Kankakee ROE,ILLINOIS,IL,Kankakee,IL,170018905710,1705710,41.08058,-87.871129,23
2023-2024,Kankakee Area Career Center,Iroquois/Kankakee ROE,ILLINOIS,IL,Bourbonnais,IL,170018906806,1706806,41.178004,-87.892882,23
2023-2024,Project SOAR,Alxndr/Jcksn/Pulsk/Prry/Union ROE,ILLINOIS,IL,Murphysboro,IL,170019006336,1706336,37.756137,-89.342328,41
2023-2024,Five County Reg Voc System,Alxndr/Jcksn/Pulsk/Prry/Union ROE,ILLINOIS,IL,Tamms,IL,170019006797,1706797,37.231574,-89.270961,42
2023-2024,Five County Reg Voc Center,Alxndr/Jcksn/Pulsk/Prry/Union ROE,ILLINOIS,IL,Tamms,IL,170019006798,1706798,37.231574,-89.270961,42
2023-2024,PAWS,Kane ROE,ILLINOIS,IL,Batavia,IL,170019106417,1706417,41.848218,-88.330565,21
2023-2024,Success Academy HS,Kane ROE,ILLINOIS,IL,Carpentersville,IL,170019106435,1706435,42.13381,-88.269824,21
2023-2024,Northeast Academy North,Kane ROE,ILLINOIS,IL,St Charles,IL,170019106535,1706535,41.910663,-88.321319,21
2023-2024,Northeast Academy East,Kane ROE,ILLINOIS,IL,St Charles,IL,170019106546,1706546,41.910663,-88.321319,21
2023-2024,ALOP,Kane ROE,ILLINOIS,IL,Burlington,IL,170019106783,1706783,42.017953,-88.485283,41
2023-2024,Fox Valley Career Center,Kane ROE,ILLINOIS,IL,Maple Park,IL,170019106791,1706791,41.881686,-88.533425,41
2023-2024,Compass Academy,Kane ROE,ILLINOIS,IL,St Charles,IL,170019106849,1706849,41.909371,-88.324708,21
2023-2024,Galesburg Area Voc Ctr,Henderson/Knox/Mercer/Warren ROE,ILLINOIS,IL,Galesburg,IL,170019206823,1706823,40.961362,-90.385577,32
2023-2024,Lake Co High Schools Tech Campus,Lake ROE,ILLINOIS,IL,Grayslake,IL,170019306794,1706794,42.357764,-88.016191,21
2023-2024,Bridges Program ALOP,Lake ROE,ILLINOIS,IL,Gurnee,IL,170019306903,1706903,42.359244,-87.980875,21
2023-2024,La Salle-Peru Area Career Ctr,La Salle/Marshall/Putnam ROE,ILLINOIS,IL,Peru,IL,170019406789,1706789,41.333247,-89.10748,32
2023-2024,Morrison Alt Learning Program,Lee/Ogle/Whiteside ROE,ILLINOIS,IL,Morrison,IL,170019506388,1706388,41.801724,-89.966399,42
2023-2024,Whiteside Area Career,Lee/Ogle/Whiteside ROE,ILLINOIS,IL,Sterling,IL,170019506807,1706807,41.803131,-89.689953,32
2023-2024,Futures Unlimited,Macon/Piatt ROE,ILLINOIS,IL,Decatur,IL,170019703048,1703048,39.893598,-88.945016,41
2023-2024,Heartland Technical Academy,Macon/Piatt ROE,ILLINOIS,IL,Decatur,IL,170019706804,1706804,39.884157,-88.894193,13
2023-2024,Collinsville Area Career Ctr,Madison ROE,ILLINOIS,IL,Collinsville,IL,170019806820,1706820,38.646695,-90.013021,21
2023-2024,CCSI Alternative School,Monroe/Randolph ROE,ILLINOIS,IL,Red Bud,IL,170020203189,1703189,38.290509,-89.948874,42
2023-2024,Okaw Regional Voc System,Monroe/Randolph ROE,ILLINOIS,IL,Chester,IL,170020206818,1706818,37.903732,-89.828187,33
2023-2024,Career Center of Southern IL,Monroe/Randolph ROE,ILLINOIS,IL,Red Bud,IL,170020206822,1706822,38.290509,-89.948874,42
2023-2024,Peoria Regional High School,Peoria ROE,ILLINOIS,IL,West Peoria,IL,170020306202,1706202,40.699205,-89.631974,21
2023-2024,Peoria Educ Reg for Empl Traing,Peoria ROE,ILLINOIS,IL,Peoria,IL,170020306815,1706815,40.78275,-89.623241,12
2023-2024,United Twp Area Career Ctr,Rock Island ROE,ILLINOIS,IL,East Moline,IL,170020406796,1706796,41.491309,-90.434133,21
2023-2024,Capital Area Career Center,Menard/Sangamon ROE,ILLINOIS,IL,Springfield,IL,170020606795,1706795,39.718281,-89.626509,41
2023-2024,ROE 53 Academy,Mason/Tazewell/Woodford ROE,ILLINOIS,IL,Germantwn Hls,IL,170020906194,1706194,40.767437,-89.466545,21
2023-2024,Tazewell Co Area EFE RDS,Mason/Tazewell/Woodford ROE,ILLINOIS,IL,Pekin,IL,170020906793,1706793,40.568651,-89.651896,21
2023-2024,Central IL Voc Ed Coop,Mason/Tazewell/Woodford ROE,ILLINOIS,IL,Metamora,IL,170020906805,1706805,40.79537,-89.363679,41
2023-2024,Vermilion Voc Ed Deliver System,Vermilion ROE,ILLINOIS,IL,Danville,IL,170021106799,1706799,40.129132,-87.587907,32
2023-2024,Wilco Area Career Center,Will ROE,ILLINOIS,IL,Romeoville,IL,170021306825,1706825,41.601323,-88.092568,41
2023-2024,Christopher High,Christopher USD 99,ILLINOIS,IL,Christopher,IL,170021703614,1703614,37.978,-89.0639,42
2023-2024,Harbor Academy Reg Safe Sch Prg,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022104694,1704694,41.862201,-87.89279,21
2023-2024,Morton Alternative Schools,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022104700,1704700,41.862201,-87.89279,21
2023-2024,West 40-Sr. Plus,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022106161,1706161,41.862201,-87.89279,21
2023-2024,West 40 ALOP Achievers,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022106162,1706162,41.862201,-87.89279,21
2023-2024,ALOP Academic Learning Program,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022106212,1706212,41.862201,-87.89279,21
2023-2024,Proviso THSD 209 Dream School,Region 06 West Cook ISC 2,ILLINOIS,IL,Maywood,IL,170022106319,1706319,41.862201,-87.89279,21
2023-2024,Des Plaines Valley EFE,Region 06 West Cook ISC 2,ILLINOIS,IL,River Grove,IL,170022106814,1706814,41.918621,-87.84471,21
2023-2024,Okaw Valley High School,Okaw Valley CUSD 302,ILLINOIS,IL,Bethany,IL,170022304221,1704221,39.640907,-88.742048,42
2023-2024,West Carroll High School,West Carroll CUSD 314,ILLINOIS,IL,Savanna,IL,170031004970,1704970,42.0966,-90.1345,43
2023-2024,West Prairie Senior High School,West Prairie CUSD 103,ILLINOIS,IL,Colchester,IL,170031405701,1705701,40.418946,-90.79221,42
2023-2024,West Central High School,West Central CUSD 235,ILLINOIS,IL,Biggsville,IL,170031905597,1705597,40.849454,-90.900612,42
2023-2024,Monmouth-Roseville High Sch,Monmouth-Roseville CUSD 238,ILLINOIS,IL,Monmouth,IL,170032005601,1705601,40.910718,-90.651465,32
2023-2024,United High School,United CUSD 304,ILLINOIS,IL,Monmouth,IL,170032105608,1705608,40.907409,-90.591674,41
2023-2024,Sangamon Valley High School,Sangamon Valley CUSD 9,ILLINOIS,IL,Niantic,IL,170032405625,1705625,39.856949,-89.16036,41
2023-2024,El Paso-Gridley High School,El Paso-Gridley CUSD 11,ILLINOIS,IL,El Paso,IL,170032605634,1705634,40.7448,-89.0184,42
2023-2024,Rushville-Industry High School,Schuyler-Industry CUSD 5,ILLINOIS,IL,Rushville,IL,170033205812,1705812,40.1277,-90.5646,42
2023-2024,Thompsonville High School,Thompsonville CUSD 174,ILLINOIS,IL,Thompsonville,IL,170138205940,1705940,37.919292,-88.766017,42
2023-2024,Illini West High School,Illini West H S Dist 307,ILLINOIS,IL,Carthage,IL,170138405922,1705922,40.421435,-91.132793,43
2023-2024,Western High School,Western CUSD 12,ILLINOIS,IL,Barry,IL,170138705910,1705910,39.697238,-91.044478,43
2023-2024,Flanagan-Cornell High School,Flanagan-Cornell Dist 74,ILLINOIS,IL,Flanagan,IL,170139005987,1705987,40.871765,-88.857277,42
2023-2024,Mercer County High School,Mercer County School District 404,ILLINOIS,IL,Aledo,IL,170139500018,1700018,41.18952,-90.750028,42
2023-2024,Paris Cooperative High School,Paris Cooperative High School,ILLINOIS,IL,Paris,IL,170139706061,1706061,39.644903,-87.701641,41
2023-2024,Southland College Prep Chtr HS,Southland College Prep Chtr HS,ILLINOIS,IL,Richton Park,IL,170140006135,1706135,41.483814,-87.728319,21
2023-2024,North Mac High School,North Mac CUSD 34,ILLINOIS,IL,Virden,IL,170140306148,1706148,39.507199,-89.770582,42
2023-2024,Odin Attendance Center 9-12,Odin PSD 722,ILLINOIS,IL,Odin,IL,170140403080,1703080,38.616076,-89.055075,41
2023-2024,Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,ILLINOIS,IL,Abingdon,IL,170141306274,1706274,40.7999,-90.4068,42
2023-2024,Milford High School Campus,Milford Area PSD 124,ILLINOIS,IL,Milford,IL,170141602790,1702790,40.626284,-87.698747,42
2023-2024,Webber High School,Bluford Unit School District 318,ILLINOIS,IL,Bluford,IL,170141706393,1706393,38.324128,-88.741419,42
2023-2024,Salt Fork High School,Salt Fork CUSD 512,ILLINOIS,IL,Catlin,IL,170141806385,1706385,40.0662,-87.709453,42
2023-2024,Exceptional Learners Collaborativ,Exceptional Learners,ILLINOIS,IL,Vernon Hills,IL,170142006878,1706878,42.216962,-87.940907,21
2023-2024,Woodlawn High School,Woodlawn Unit School District 209,ILLINOIS,IL,Woodlawn,IL,170142206373,1706373,38.332234,-89.035817,42
2023-2024,ACE Amandla Charter School,ACE Amandla Charter School,ILLINOIS,IL,Chicago,IL,170142606424,1706424,41.769223,-87.690965,11
2023-2024,B H R A Cooperative HS,B H R A Cooperative HS,ILLINOIS,IL,Bismarck,IL,170143306554,1706554,40.263111,-87.617354,42
2023-2024,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,ILLINOIS,IL,Chicago,IL,170143806763,1706763,41.880598,-87.630555,11
2023-2024,Alden-Hebron High School,Alden Hebron SD 19,ILLINOIS,IL,Hebron,IL,170330000017,1700017,42.4656,-88.431,42
2023-2024,Altamont High School,Altamont CUSD 10,ILLINOIS,IL,Altamont,IL,170351000034,1700034,39.0591,-88.7407,42
2023-2024,Alton High School,Alton CUSD 11,ILLINOIS,IL,Alton,IL,170360000035,1700035,38.935442,-90.15843,23
2023-2024,Amboy High School,Amboy CUSD 272,ILLINOIS,IL,Amboy,IL,170369000060,1700060,41.719954,-89.333313,42
2023-2024,Anna-Jonesboro High School,Anna Jonesboro CHSD 81,ILLINOIS,IL,Anna,IL,170378000067,1700067,37.456048,-89.254916,32
2023-2024,Annawan High School,Annawan CUSD 226,ILLINOIS,IL,Annawan,IL,170381000069,1700069,41.393745,-89.91121,42
2023-2024,Antioch Comm High School,CHSD 117,ILLINOIS,IL,Antioch,IL,170387000075,1700075,42.472359,-88.092809,21
2023-2024,Allendale School,CHSD 117,ILLINOIS,IL,Lake Villa,IL,170387005136,1705136,42.419545,-88.096571,21
2023-2024,Lakes Community High School,CHSD 117,ILLINOIS,IL,Lake Villa,IL,170387005622,1705622,42.44401,-88.059722,21
2023-2024,Argenta-Oreana High School,Argenta-Oreana CUSD 1,ILLINOIS,IL,Argenta,IL,170399000085,1700085,39.986478,-88.819284,42
2023-2024,Argo Community High School,Argo CHSD 217,ILLINOIS,IL,Summit,IL,170402000088,1700088,41.776486,-87.804451,21
2023-2024,Young Adult Program,Township HSD 214,ILLINOIS,IL,Arlington Heights,IL,170417000036,1700036,42.046499,-87.973652,21
2023-2024,Buffalo Grove High School,Township HSD 214,ILLINOIS,IL,Buffalo Grove,IL,170417000110,1700110,42.1404,-87.983666,21
2023-2024,Elk Grove High School,Township HSD 214,ILLINOIS,IL,Elk Grove Village,IL,170417000111,1700111,42.010907,-87.997413,21
2023-2024,John Hersey High School,Township HSD 214,ILLINOIS,IL,Arlington Heights,IL,170417000113,1700113,42.103782,-87.959381,21
2023-2024,Prospect High School,Township HSD 214,ILLINOIS,IL,Mt Prospect,IL,170417000114,1700114,42.078589,-87.94884,21
2023-2024,Rolling Meadows High School,Township HSD 214,ILLINOIS,IL,Rolling Meadows,IL,170417000115,1700115,42.064959,-88.015964,21
2023-2024,The Academy at Forest View,Township HSD 214,ILLINOIS,IL,Arlington Heights,IL,170417000116,1700116,42.046499,-87.973652,21
2023-2024,Wheeling High School,Township HSD 214,ILLINOIS,IL,Wheeling,IL,170417000117,1700117,42.126479,-87.938391,21
2023-2024,Vanguard School,Township HSD 214,ILLINOIS,IL,Arlington Heights,IL,170417001965,1701965,42.046499,-87.973652,21
2023-2024,Newcomer Center,Township HSD 214,ILLINOIS,IL,Arlington Heights,IL,170417004679,1704679,42.046499,-87.973652,21
2023-2024,Armstrong High School,Armstrong Twp HSD 225,ILLINOIS,IL,Armstrong,IL,170423000119,1700119,40.305415,-87.880183,42
2023-2024,Arthur-Lovington-Atwood-Hammond,Arthur CUSD 305,ILLINOIS,IL,Arthur,IL,170426000121,1700121,39.709979,-88.469456,42
2023-2024,Astoria High School,Astoria CUSD 1,ILLINOIS,IL,Astoria,IL,170444000130,1700130,40.229746,-90.3522,43
2023-2024,Athens Sr High School,Athens CUSD 213,ILLINOIS,IL,Athens,IL,170447000131,1700131,39.961562,-89.717452,42
2023-2024,Auburn High School,Auburn CUSD 10,ILLINOIS,IL,Auburn,IL,170462000142,1700142,39.5968,-89.7477,41
2023-2024,East High School,Aurora East USD 131,ILLINOIS,IL,Aurora,IL,170468000143,1700143,41.744835,-88.296534,21
2023-2024,West Aurora High School,Aurora West USD 129,ILLINOIS,IL,Aurora,IL,170471000174,1700174,41.764331,-88.344993,21
2023-2024,Central Comm High School,Central CHSD 71,ILLINOIS,IL,Breese,IL,170477000176,1700176,38.610669,-89.560358,41
2023-2024,Glenwood High School,Ball Chatham CUSD 5,ILLINOIS,IL,Chatham,IL,170492000184,1700184,39.6896,-89.6893,22
2023-2024,Barrington High School,Barrington CUSD 220,ILLINOIS,IL,Barrington,IL,170505000188,1700188,42.155939,-88.147481,21
2023-2024,Batavia Sr High School,Batavia USD 101,ILLINOIS,IL,Batavia,IL,170522000202,1700202,41.848218,-88.330565,21
2023-2024,Beecher High School,Beecher CUSD 200U,ILLINOIS,IL,Beecher,IL,170543000223,1700223,41.345624,-87.623341,41
2023-2024,Belleville High School-East,Belleville Twp HSD 201,ILLINOIS,IL,Belleville,IL,170564000242,1700242,38.519263,-89.94888,21
2023-2024,Belleville High School-West,Belleville Twp HSD 201,ILLINOIS,IL,Belleville,IL,170564000243,1700243,38.518573,-90.037741,21
